policy_id,date,policy_type,region,channel,premium_amount,claim_amount,csat_score,nps_score,fcr_flag,ticket_resolution_hrs,loss_ratio
18260,2023-11-02,Auto,East,Direct,8830.2,600.1,4.1,-59,0,129.1,0.068
18261,2023-06-26,Life,South,Agent,25677.72,8722.61,2.8,-43,1,10.0,0.34
18262,2023-01-25,Health,South,Agent,13189.86,816.23,4.3,-69,0,30.2,0.062
18263,2023-02-17,Health,North,Agent,11380.96,3063.32,3.0,-35,1,4.7,0.269
18264,2023-06-13,Travel,East,Direct,16555.62,4889.59,4.1,-62,1,50.1,0.295
18265,2023-02-03,Health,North,Direct,9821.38,1352.03,3.8,48,1,6.7,0.138
18266,2023-05-10,Auto,South,Agent,11421.45,2286.42,3.5,55,0,7.7,0.2
18267,2023-11-05,Auto,East,Partner,8717.3,933.87,4.2,7,1,91.7,0.107
18268,2023-12-07,Health,East,Partner,10092.44,1318.46,5.0,5,1,16.8,0.131
18269,2023-05-25,Home,South,Partner,10399.62,647.85,4.4,44,1,15.1,0.062
18270,2023-05-24,Life,South,Partner,3631.67,215.68,3.2,14,1,27.4,0.059
18271,2023-12-24,Travel,North,Direct,26185.61,12709.58,4.1,-99,1,44.7,0.485
18272,2023-03-19,Health,West,Partner,21939.79,4835.29,3.3,22,1,4.4,0.22
18273,2023-06-15,Home,North,Agent,13103.47,1771.66,4.2,33,0,30.9,0.135
18274,2023-10-21,Home,West,Direct,17758.6,7434.45,3.4,23,1,13.5,0.419
18275,2023-10-26,Auto,North,Agent,23523.26,5078.62,4.1,61,1,3.1,0.216
18276,2023-10-02,Travel,South,Partner,9057.32,3291.54,4.0,-3,1,14.4,0.363
18277,2023-05-19,Auto,North,Partner,8942.66,2568.94,4.4,76,0,20.8,0.287
18278,2023-12-17,Auto,South,Agent,6849.46,2081.08,3.6,98,1,1.7,0.304
18279,2023-10-19,Health,West,Partner,8195.34,1010.82,3.6,-64,1,7.5,0.123
18280,2023-03-27,Travel,West,Agent,23937.34,2942.61,3.6,-58,0,24.0,0.123
18281,2023-02-05,Auto,East,Agent,8929.89,2836.96,3.5,1,0,7.8,0.318
18282,2023-03-16,Auto,South,Partner,10324.31,2640.77,4.0,32,1,8.9,0.256
18283,2023-02-06,Life,West,Direct,17941.2,6615.5,3.7,-83,1,22.3,0.369
18284,2023-02-16,Life,North,Agent,35389.47,7589.81,4.5,-10,1,16.4,0.214
18285,2023-12-16,Travel,West,Direct,13825.57,4019.78,4.5,-86,0,80.6,0.291
18286,2023-04-30,Travel,West,Agent,3090.51,116.47,4.9,100,0,21.6,0.038
18287,2023-04-07,Life,South,Direct,18282.89,3717.75,4.3,-90,0,47.4,0.203
18288,2023-05-24,Auto,North,Direct,12337.03,1251.44,3.5,-92,1,15.6,0.101
18289,2023-06-16,Auto,East,Direct,9842.13,2683.49,4.3,43,1,14.6,0.273
18290,2023-06-26,Auto,South,Direct,5905.28,1252.08,3.7,-27,1,23.5,0.212
18291,2023-10-12,Travel,West,Direct,17767.82,3700.11,3.4,-43,1,2.2,0.208
18292,2023-03-23,Health,East,Direct,13179.22,1350.32,4.6,39,1,1.0,0.102
18293,2023-06-12,Health,East,Agent,4802.3,562.45,5.0,-56,1,55.2,0.117
18294,2023-10-20,Life,South,Direct,11128.7,1324.76,4.1,-53,1,61.3,0.119
18295,2023-02-27,Auto,East,Direct,7372.28,1245.74,2.9,97,1,16.3,0.169
18296,2023-11-26,Health,West,Direct,12035.57,3052.03,4.1,99,0,17.7,0.254
18297,2023-12-09,Auto,West,Partner,18539.68,5417.12,4.1,-45,1,23.9,0.292
18298,2023-03-13,Travel,North,Direct,14766.92,4562.87,4.4,-58,0,1.0,0.309
18299,2023-01-07,Travel,North,Agent,8511.26,556.44,4.5,-97,1,13.6,0.065
18300,2023-11-30,Travel,North,Agent,8542.92,2359.75,3.8,-61,1,8.4,0.276
18301,2023-02-11,Life,West,Direct,7387.53,6438.921614264337,4.3,75,0,85.0,0.872
18302,2023-03-19,Health,East,Direct,18116.14,8199.38,4.5,79,1,20.8,0.453
18303,2023-12-27,Home,East,Direct,13228.88,3070.72,3.9,-62,1,42.9,0.232
18304,2023-07-31,Health,East,Partner,17505.91,7420.83,4.8,-78,1,17.7,0.424
18305,2023-09-24,Auto,East,Agent,6587.22,3056.55,3.0,16,1,5.1,0.464
18306,2023-10-06,Health,West,Partner,23748.58,9013.93,3.4,-47,1,9.7,0.38
18307,2023-02-19,Health,East,Direct,25099.77,4130.79,4.9,-54,1,89.2,0.165
18308,2023-01-08,Health,North,Partner,6030.09,2732.51,4.2,83,1,4.7,0.453
18309,2023-10-31,Auto,South,Direct,5974.37,2103.8,3.9,55,0,9.2,0.352
18310,2023-07-19,Health,East,Direct,10220.43,1264.52,4.0,-66,0,35.7,0.124
18311,2023-12-10,Auto,South,Agent,6400.94,859.5,3.0,-39,1,0.5,0.134
18312,2023-12-24,Life,North,Partner,12622.68,2965.16,3.4,66,1,6.5,0.235
18313,2023-08-21,Travel,East,Agent,9141.84,2452.63,5.0,37,1,10.7,0.268
18314,2023-02-03,Health,West,Direct,21183.55,8046.77,3.4,-77,1,33.8,0.38
18315,2023-03-25,Life,East,Agent,23749.3,6502.24,3.3,22,1,4.5,0.274
18316,2023-03-13,Auto,West,Direct,8194.02,572.8,2.7,18,0,13.7,0.07
18317,2023-12-23,Health,East,Direct,7215.22,1516.5,4.0,68,1,6.4,0.21
18318,2023-03-07,Home,North,Partner,5831.48,1923.21,4.5,-92,1,18.7,0.33
18319,2023-07-31,Auto,West,Agent,9346.09,471.1,4.2,97,1,13.2,0.05
18320,2023-12-20,Travel,South,Direct,7641.58,431.78,4.0,-96,1,11.5,0.057
18321,2023-06-04,Auto,West,Agent,25940.41,5255.87,4.3,-67,1,13.6,0.203
18322,2023-08-08,Life,West,Agent,7003.05,3250.58,3.8,40,1,76.6,0.464
18323,2023-12-05,Home,North,Direct,18823.29,4263.34,4.7,55,1,15.7,0.226
18324,2023-07-28,Auto,North,Partner,16684.24,1209.86,4.3,54,0,38.8,0.073
18325,2023-11-15,Health,East,Direct,20614.36,2722.49,3.8,89,1,6.3,0.132
18326,2023-09-12,Health,South,Partner,7644.89,2124.11,3.6,-68,1,7.0,0.278
18327,2023-11-14,Life,North,Direct,23391.68,4254.91,3.3,-16,0,8.7,0.182
18328,2023-01-09,Travel,South,Direct,9304.41,1029.41,3.5,11,1,14.8,0.111
18329,2023-06-17,Health,East,Agent,28455.92,12846.93,3.4,46,1,14.3,0.451
18330,2023-02-25,Auto,North,Direct,12371.78,4469.81,3.4,80,0,2.8,0.361
18331,2023-01-21,Health,South,Direct,15525.06,2377.34,3.9,56,1,57.7,0.153
18332,2023-02-27,Home,South,Partner,17659.95,88.65,4.3,51,0,8.7,0.005
18333,2023-08-30,Auto,South,Agent,15839.98,2710.51,3.7,-60,1,41.6,0.171
18334,2023-04-23,Travel,North,Direct,12916.07,1331.11,3.9,-29,1,96.7,0.103
18335,2023-10-06,Auto,East,Direct,14420.57,64.28,3.2,16,0,8.5,0.004
18336,2023-11-29,Auto,North,Partner,18889.26,3026.09,3.4,-11,1,8.1,0.16
18337,2023-09-02,Auto,South,Agent,5677.64,531.19,4.0,-21,1,7.9,0.094
18338,2023-09-19,Travel,North,Direct,18570.8,5514.95,4.0,29,1,42.1,0.297
18339,2023-07-25,Auto,East,Agent,15998.59,714.28,3.7,-23,1,9.9,0.045
18340,2023-12-08,Auto,South,Direct,14389.84,600.1,4.0,64,0,11.8,0.042
18341,2023-12-01,Auto,West,Partner,11912.03,6030.0,5.0,49,0,6.3,0.506
18342,2023-07-02,Auto,North,Agent,8790.96,1771.33,4.1,61,1,3.7,0.201
18343,2023-08-25,Auto,North,Agent,20859.44,32158.034897816196,4.0,-67,1,57.9,1.542
18344,2023-10-20,Health,East,Partner,9233.63,2891.72,3.5,-81,1,1.1,0.313
18345,2023-07-29,Health,North,Direct,11531.67,1316.45,3.2,-59,0,14.3,0.114
18346,2023-10-29,Travel,East,Agent,8585.14,1561.37,3.3,-96,1,21.3,0.182
18347,2023-07-20,Travel,South,Partner,20694.76,8757.3,3.0,-82,1,11.5,0.423
18348,2023-04-30,Health,North,Direct,18282.78,5941.71,3.9,-42,1,32.2,0.325
18349,2023-02-01,Health,East,Agent,21234.95,4896.87,4.0,-70,1,55.5,0.231
18350,2023-02-08,Auto,South,Direct,14040.62,914.97,4.3,39,0,72.5,0.065
18351,2023-09-28,Health,West,Direct,8311.42,2512.96,4.4,-1,1,72.2,0.302
18352,2023-08-08,Travel,East,Agent,4386.53,457.01,4.9,10,1,59.3,0.104
18353,2023-12-18,Health,East,Direct,5731.96,553.47,4.6,-8,1,8.0,0.097
18354,2023-11-06,Health,West,Agent,5939.62,185.26,4.4,-51,0,0.1,0.031
18355,2023-03-30,Auto,North,Partner,9929.17,3234.77,4.0,-72,1,16.7,0.326
18356,2023-09-13,Auto,West,Partner,9161.89,1165.9,4.1,61,1,22.4,0.127
18357,2023-06-10,Auto,West,Direct,5675.3,2229.33,4.8,29,1,24.6,0.393
18358,2023-08-25,Auto,West,Agent,9867.48,1765.05,3.1,-63,1,14.5,0.179
18359,2023-10-11,Travel,West,Direct,12255.63,4085.68,4.2,-79,1,61.1,0.333
18360,2023-07-19,Life,East,Direct,4509.85,121.1,4.6,-43,1,63.2,0.027
18361,2023-07-29,Auto,South,Partner,13037.59,3760.42,3.7,41,1,4.8,0.288
18362,2023-07-09,Life,East,Direct,6725.87,929.94,3.5,-66,0,42.9,0.138
18363,2023-07-08,Auto,South,Agent,13858.85,2325.23,5.0,65,1,1.2,0.168
18364,2023-06-16,Life,South,Direct,12526.11,1866.47,3.5,33,0,111.3,0.149
18365,2023-12-01,Auto,South,Partner,24698.57,4267.17,3.9,100,1,5.8,0.173
18366,2023-06-21,Auto,South,Direct,8723.61,229.95,4.2,41,1,30.8,0.026
18367,2023-10-29,Health,East,Direct,8517.9,1903.13,3.6,-68,1,22.3,0.223
18368,2023-04-26,Auto,West,Direct,7014.54,621.44,5.0,22,1,15.2,0.089
18369,2023-07-24,Health,South,Partner,6722.41,366.67,4.2,43,1,10.0,0.055
18370,2023-10-26,Health,East,Agent,10219.09,897.2,3.5,-37,1,13.8,0.088
18371,2023-09-22,Auto,North,Direct,8320.15,1250.07,3.6,-66,0,6.6,0.15
18372,2023-02-28,Auto,West,Agent,7332.89,2690.6,4.3,20,1,45.2,0.367
18373,2023-08-25,Travel,North,Agent,17241.46,2445.11,3.8,-87,1,50.3,0.142
18374,2023-01-16,Home,North,Direct,15325.07,4518.89,4.3,-36,1,4.0,0.295
18375,2023-09-25,Home,North,Direct,19150.48,906.65,3.8,73,1,19.6,0.047
18376,2023-08-18,Health,South,Direct,7023.3,1953.86,3.8,-55,0,1.9,0.278
18377,2023-11-30,Life,South,Direct,9032.88,1177.73,4.9,-47,0,15.9,0.13
18378,2023-08-29,Auto,North,Agent,9198.07,2066.78,3.0,-27,1,21.7,0.225
18379,2023-02-13,Home,South,Direct,27538.72,5931.71,4.7,-38,0,69.1,0.215
18380,2023-06-26,Health,North,Direct,16854.08,5554.38,4.0,13,0,23.2,0.33
18381,2023-03-28,Life,North,Direct,16712.89,329.64,3.5,-11,1,4.5,0.02
18382,2023-03-06,Health,North,Direct,10598.16,2221.77,3.8,-62,1,41.3,0.21
18383,2023-03-25,Health,North,Direct,8586.42,3743.09,2.7,35,1,70.7,0.436
18384,2023-09-14,Health,South,Agent,4646.74,1622.56,3.6,-4,1,15.9,0.349
18385,2023-10-07,Health,North,Direct,15441.28,5067.7,4.5,-15,1,30.5,0.328
18386,2023-09-09,Health,West,Agent,17386.88,4585.08,3.3,74,1,9.1,0.264
18387,2023-05-01,Auto,West,Partner,9093.34,3271.46,3.4,-60,1,14.2,0.36
18388,2023-03-30,Health,South,Partner,25911.24,6140.73,4.3,2,1,11.0,0.237
18389,2023-12-23,Life,East,Direct,15493.08,1688.69,2.5,-41,1,12.4,0.109
18390,2023-05-19,Auto,West,Agent,27832.07,2540.53,4.4,-4,1,5.7,0.091
18391,2023-07-25,Auto,South,Partner,7884.65,1257.77,3.3,-29,1,0.5,0.16
18392,2023-03-19,Health,South,Agent,8641.95,2748.78,4.1,-93,1,22.1,0.318
18393,2023-07-19,Auto,East,Direct,20626.24,1727.25,3.4,-14,0,36.2,0.084
18394,2023-06-27,Life,South,Direct,16205.71,2925.54,4.3,95,0,36.2,0.181
18395,2023-05-11,Home,North,Agent,14357.96,1510.14,4.7,77,0,158.5,0.105
18396,2023-01-09,Travel,East,Agent,12205.27,959.94,4.6,1,0,37.0,0.079
18397,2023-12-17,Life,North,Agent,4583.01,208.82,3.0,-28,0,1.1,0.046
18398,2023-10-07,Health,South,Agent,24582.27,2468.53,3.6,-45,1,11.5,0.1
18399,2023-05-27,Travel,North,Agent,4692.51,1196.77,4.0,0,1,7.0,0.255
18400,2023-04-23,Auto,West,Direct,9091.66,3484.39,4.3,33,1,8.4,0.383
18401,2023-04-10,Auto,East,Partner,24723.94,4790.03,4.0,25,1,34.8,0.194
18402,2023-08-03,Auto,North,Direct,5282.03,451.27,4.2,-72,1,9.9,0.085
18403,2023-09-09,Health,East,Direct,16865.91,1231.03,3.4,-50,1,22.4,0.073
18404,2023-10-29,Life,West,Partner,14536.03,2581.06,3.8,6,1,8.2,0.178
18405,2023-05-07,Travel,East,Direct,7440.41,334.17,4.9,-94,0,2.1,0.045
18406,2023-05-22,Travel,South,Agent,12390.73,2093.22,3.7,-11,1,26.2,0.169
18407,2023-04-21,Auto,South,Direct,10833.86,527.44,3.4,64,0,38.4,0.049
18408,2023-11-20,Health,East,Direct,25162.48,2324.71,4.0,67,0,6.2,0.092
18409,2023-09-23,Travel,South,Direct,3554.22,565.03,4.5,57,1,201.7,0.159
18410,2023-06-29,Auto,East,Direct,9588.27,2680.59,4.0,-26,1,35.1,0.28
18411,2023-04-19,Life,South,Direct,10669.85,6785.1,3.9,-81,1,85.9,0.636
18412,2023-08-03,Health,West,Agent,23113.88,1646.84,5.0,35,1,9.5,0.071
18413,2023-04-06,Auto,East,Direct,22126.62,2221.37,3.1,34,1,37.4,0.1
18414,2023-09-17,Home,South,Agent,22405.28,7628.96,4.0,-81,1,46.7,0.34
18415,2023-07-24,Life,North,Partner,9908.46,6149.21,4.1,99,1,2.0,0.621
18416,2023-02-11,Travel,South,Partner,20546.61,4103.96,3.9,65,0,8.3,0.2
18417,2023-11-24,Auto,West,Direct,13027.11,4447.08,4.9,-96,1,6.7,0.341
18418,2023-02-09,Home,West,Agent,18197.93,819.29,3.6,-46,1,20.4,0.045
18419,2023-08-21,Health,South,Partner,13870.54,108.71,4.1,23,0,19.9,0.008
18420,2023-12-03,Auto,North,Direct,3864.6,1531.9,4.7,69,0,19.1,0.396
18421,2023-05-10,Travel,South,Direct,10801.0,364.72,4.1,65,1,19.5,0.034
18422,2023-10-06,Auto,East,Partner,10368.16,2997.48,4.2,50,0,54.3,0.289
18423,2023-10-21,Health,East,Direct,11708.24,1142.68,4.1,-16,0,8.1,0.098
18424,2023-02-20,Home,South,Direct,12424.07,5759.15,4.0,17,1,45.6,0.464
18425,2023-10-22,Travel,South,Direct,17054.55,2551.94,4.6,96,1,23.9,0.15
18426,2023-10-06,Travel,West,Partner,6825.54,1522.27,4.4,40,1,16.7,0.223
18427,2023-08-05,Life,South,Partner,23333.62,2396.12,4.6,54,1,128.3,0.103
18428,2023-01-10,Auto,North,Direct,15826.15,2516.38,2.8,-59,1,12.2,0.159
18429,2023-12-06,Auto,North,Agent,21624.44,8717.21,4.3,45,0,12.1,0.403
18430,2023-06-11,Health,East,Agent,12407.1,736.15,4.0,-87,0,35.6,0.059
18431,2023-12-19,Auto,West,Direct,8917.99,3288.21,4.8,20,1,7.9,0.369
18432,2023-04-05,Home,West,Direct,6701.12,2511.05,3.5,61,1,12.9,0.375
18433,2023-03-13,Health,West,Agent,20524.94,11781.54,3.9,-24,1,1.3,0.574
18434,2023-12-17,Health,West,Direct,16220.86,1466.83,3.5,-7,0,25.9,0.09
18435,2023-01-15,Auto,East,Agent,7664.41,584.33,3.7,-75,1,1.7,0.076
18436,2023-11-03,Health,East,Agent,8979.24,7668.648248347852,4.3,-33,1,31.6,0.854
18437,2023-12-26,Auto,North,Direct,15488.97,945.12,3.6,-3,1,7.2,0.061
18438,2023-10-28,Life,South,Agent,13388.24,1778.87,3.8,-91,1,1.9,0.133
18439,2023-01-13,Health,East,Direct,6172.7,3453.83,3.5,-5,1,35.1,0.56
18440,2023-09-13,Auto,East,Direct,7107.55,1362.34,3.9,-81,0,3.5,0.192
18441,2023-11-03,Home,South,Partner,8149.3,1603.45,3.9,-30,1,34.1,0.197
18442,2023-03-29,Auto,South,Agent,15448.57,4033.7,4.9,85,0,35.5,0.261
18443,2023-04-27,Auto,South,Direct,8265.17,1710.62,4.0,86,1,29.3,0.207
18444,2023-08-06,Home,South,Direct,24347.66,4088.53,3.5,-57,1,8.3,0.168
18445,2023-09-05,Travel,East,Direct,17323.57,3204.98,4.1,-60,1,15.7,0.185
18446,2023-03-24,Life,West,Agent,14269.41,2429.89,4.1,-15,0,28.1,0.17
18447,2023-07-25,Home,East,Direct,8429.47,9168.420266348803,3.1,58,1,8.6,1.088
18448,2023-08-19,Life,South,Direct,15791.19,3513.47,4.5,82,1,20.4,0.222
18449,2023-01-20,Life,West,Direct,14724.5,5711.53,3.4,28,1,21.6,0.388
18450,2023-03-26,Health,East,Partner,17562.17,2901.91,4.4,15,1,12.1,0.165
18451,2023-02-28,Auto,East,Agent,31997.02,4467.55,3.1,-20,1,8.4,0.14
18452,2023-03-15,Travel,North,Direct,11281.33,517.16,2.5,-45,1,20.7,0.046
18453,2023-12-16,Home,East,Direct,14668.6,130.74,4.2,31,1,7.8,0.009
18454,2023-12-06,Auto,East,Partner,12703.83,2024.19,4.4,-11,1,50.9,0.159
18455,2023-02-04,Auto,East,Partner,8352.12,525.7,3.2,81,1,8.3,0.063
18456,2023-08-08,Home,West,Partner,7497.23,1644.69,4.0,-17,1,38.4,0.219
18457,2023-04-30,Auto,North,Agent,10168.87,830.81,3.3,-83,0,2.6,0.082
18458,2023-09-18,Life,North,Agent,9210.09,2166.83,4.1,-16,1,13.4,0.235
18459,2023-08-14,Health,West,Agent,13067.93,1051.37,4.7,76,0,16.3,0.08
18460,2023-07-03,Health,South,Direct,9772.5,1329.42,4.9,40,0,2.9,0.136
18461,2023-12-19,Health,North,Agent,24579.17,4278.47,3.6,76,1,27.7,0.174
18462,2023-10-14,Life,North,Agent,4029.86,51.66,3.8,12,0,7.1,0.013
18463,2023-04-22,Auto,North,Agent,10852.15,742.88,3.6,-8,0,18.0,0.068
18464,2023-06-11,Travel,East,Direct,3455.28,1345.12,4.5,-79,1,85.9,0.389
18465,2023-12-12,Auto,South,Direct,6943.76,2236.22,3.5,51,1,4.2,0.322
18466,2023-08-06,Auto,West,Direct,18847.68,5956.37,4.4,-83,0,14.1,0.316
18467,2023-05-06,Travel,West,Direct,14953.36,1575.76,4.4,74,1,12.4,0.105
18468,2023-03-09,Travel,West,Direct,31343.02,10829.46,5.0,66,0,55.5,0.346
18469,2023-05-18,Auto,West,Direct,15982.72,6153.86,4.1,94,1,90.8,0.385
18470,2023-05-24,Auto,South,Agent,18327.96,695.07,3.6,7,1,62.0,0.038
18471,2023-07-03,Home,East,Direct,5967.21,188.09,5.0,-88,0,27.0,0.032
18472,2023-10-02,Health,South,Direct,11712.98,2756.47,5.0,-84,1,0.8,0.235
18473,2023-01-21,Health,East,Partner,1746.76,67.31,4.2,-79,1,56.5,0.039
18474,2023-07-30,Health,North,Agent,36862.84,2962.67,5.0,7,1,17.0,0.08
18475,2023-03-09,Health,South,Direct,10941.42,3332.36,4.3,58,1,11.2,0.305
18476,2023-07-12,Auto,North,Direct,9175.97,2219.37,4.4,52,1,23.4,0.242
18477,2023-04-15,Life,East,Agent,14358.87,1209.41,5.0,66,1,10.4,0.084
18478,2023-08-24,Health,West,Direct,14607.96,4022.16,3.8,36,1,2.8,0.275
18479,2023-09-28,Auto,West,Agent,9364.56,753.73,4.5,-92,0,5.7,0.08
18480,2023-05-13,Life,North,Partner,8678.51,1189.66,4.1,-80,1,12.4,0.137
18481,2023-07-16,Life,South,Direct,17000.32,1753.84,4.6,-26,1,16.5,0.103
18482,2023-11-20,Travel,South,Direct,7928.55,1354.85,4.3,-71,1,2.9,0.171
18483,2023-09-02,Home,North,Direct,7219.26,2864.12,4.1,90,1,23.8,0.397
18484,2023-05-09,Travel,West,Agent,8954.8,1906.81,3.7,-76,1,29.3,0.213
18485,2023-05-18,Auto,North,Direct,6540.98,1681.12,4.3,56,1,22.6,0.257
18486,2023-12-27,Home,North,Agent,15774.92,2358.88,5.0,-50,1,77.0,0.15
18487,2023-10-26,Auto,South,Direct,23905.77,2414.05,4.3,40,1,68.7,0.101
18488,2023-07-02,Health,North,Agent,10189.02,1787.08,4.2,79,1,34.4,0.175
18489,2023-02-23,Life,North,Direct,14860.6,1474.72,3.9,-25,1,12.1,0.099
18490,2023-05-21,Health,East,Direct,8093.87,397.52,4.0,28,1,1.9,0.049
18491,2023-12-20,Auto,South,Partner,10464.32,2838.27,3.4,64,0,3.0,0.271
18492,2023-02-20,Auto,West,Direct,18096.66,5067.78,4.3,96,1,14.2,0.28
18493,2023-08-27,Health,South,Agent,12626.26,4912.4,5.0,72,1,26.3,0.389
18494,2023-10-03,Auto,East,Direct,17391.17,6219.77,4.6,37,1,7.5,0.358
18495,2023-10-25,Auto,South,Partner,8408.9,974.85,4.0,-20,0,28.3,0.116
18496,2023-11-03,Health,North,Direct,25474.8,2503.44,2.8,49,1,13.5,0.098
18497,2023-04-01,Health,East,Partner,14656.84,909.07,3.2,96,0,4.9,0.062
18498,2023-07-30,Life,South,Direct,13388.51,1895.59,3.8,86,1,25.3,0.142
18499,2023-10-17,Auto,East,Direct,15182.79,2627.41,4.6,19,1,28.2,0.173
18500,2023-04-17,Health,North,Agent,20084.25,4608.53,5.0,90,1,14.4,0.229
18501,2023-02-25,Life,East,Agent,11113.44,1971.29,3.4,15,1,84.8,0.177
18502,2023-06-25,Travel,North,Partner,22784.29,6024.16,3.2,46,1,9.8,0.264
18503,2023-04-24,Home,East,Direct,18033.58,4008.52,4.6,-83,0,32.4,0.222
18504,2023-01-25,Life,West,Agent,4246.94,784.39,2.9,14,1,41.5,0.185
18505,2023-12-28,Life,North,Partner,19081.17,813.84,4.7,-31,1,7.4,0.043
18506,2023-11-22,Life,West,Direct,18348.31,4675.96,4.0,91,1,8.5,0.255
18507,2023-12-20,Auto,East,Direct,24375.62,551.05,3.4,17,1,28.6,0.023
18508,2023-09-06,Health,West,Partner,13896.79,7031.38,4.3,98,1,13.6,0.506
18509,2023-01-30,Life,East,Direct,13757.77,5167.93,4.4,-15,1,25.1,0.376
18510,2023-02-11,Home,South,Agent,20802.98,6438.15,3.1,43,1,47.0,0.309
18511,2023-12-24,Auto,East,Direct,11991.21,2201.1,5.0,-15,1,39.6,0.184
18512,2023-08-25,Life,North,Partner,19586.7,2803.64,3.8,-82,0,24.5,0.143
18513,2023-05-13,Travel,North,Direct,16191.56,2173.15,3.3,96,0,15.6,0.134
18514,2023-08-16,Health,West,Direct,17222.91,5501.32,3.2,83,1,65.3,0.319
18515,2023-01-02,Auto,North,Partner,21651.71,8848.34,3.9,62,1,17.9,0.409
18516,2023-07-19,Health,South,Partner,30051.22,568.84,4.1,87,1,46.6,0.019
18517,2023-03-27,Health,West,Partner,10591.94,3728.11,3.8,-2,0,25.7,0.352
18518,2023-03-17,Auto,North,Direct,15391.55,6770.92,4.1,15,0,6.4,0.44
18519,2023-02-09,Home,East,Direct,13211.33,1356.18,4.8,-38,1,40.8,0.103
18520,2023-07-27,Auto,East,Partner,20316.59,2835.04,4.5,38,1,19.7,0.14
18521,2023-09-04,Auto,East,Direct,8785.64,945.3,3.8,96,1,43.6,0.108
18522,2023-04-04,Life,South,Partner,13101.38,1063.24,3.3,61,1,8.4,0.081
18523,2023-07-30,Travel,North,Partner,6339.69,1593.43,3.8,96,1,79.4,0.251
18524,2023-11-20,Health,West,Agent,5969.83,2363.24,5.0,16,1,24.9,0.396
18525,2023-08-01,Health,West,Direct,14884.81,2334.71,4.6,13,1,18.3,0.157
18526,2023-05-20,Health,South,Direct,24990.79,794.91,5.0,42,0,1.3,0.032
18527,2023-08-17,Home,South,Partner,13455.34,6216.92,4.7,-94,0,17.9,0.462
18528,2023-08-10,Home,West,Agent,13721.49,4982.04,4.6,-54,0,1.4,0.363
18529,2023-10-19,Auto,South,Agent,7121.19,1482.78,4.9,90,1,8.7,0.208
18530,2023-03-09,Life,North,Direct,19078.61,4127.38,3.6,23,1,2.9,0.216
18531,2023-07-02,Auto,South,Agent,8775.0,2400.1,3.6,-41,1,4.9,0.274
18532,2023-03-29,Auto,East,Partner,6165.4,1852.62,4.3,-91,1,47.7,0.3
18533,2023-04-25,Auto,East,Direct,24477.92,692.82,4.0,-38,1,6.6,0.028
18534,2023-08-07,Auto,East,Direct,10892.95,2066.6,4.8,57,1,39.8,0.19
18535,2023-08-05,Health,South,Direct,6518.45,2487.47,4.0,3,1,29.9,0.382
18536,2023-04-10,Health,South,Direct,9544.2,457.05,2.9,82,1,18.9,0.048
18537,2023-03-08,Travel,East,Direct,1306.36,205.05,4.0,-46,1,10.7,0.157
18538,2023-05-04,Health,West,Direct,3144.34,876.54,4.0,-62,0,8.7,0.279
18539,2023-05-26,Health,East,Agent,8619.37,2617.25,3.6,49,0,3.1,0.304
18540,2023-04-11,Auto,North,Direct,4950.29,435.96,3.9,64,1,29.5,0.088
18541,2023-06-23,Auto,North,Direct,15504.98,1108.29,3.6,-30,1,34.7,0.071
18542,2023-01-01,Health,North,Direct,9504.86,667.18,2.6,82,1,3.7,0.07
18543,2023-05-22,Auto,North,Direct,16802.47,2261.35,4.1,-91,1,12.6,0.135
18544,2023-07-30,Travel,West,Direct,9587.57,1570.28,4.0,-41,1,2.0,0.164
18545,2023-03-01,Auto,North,Direct,10892.57,4717.07,4.4,57,0,7.4,0.433
18546,2023-01-13,Health,South,Agent,18737.79,2427.58,3.8,95,1,21.0,0.13
18547,2023-04-02,Travel,East,Agent,5089.18,691.05,4.4,96,1,7.2,0.136
18548,2023-02-24,Travel,West,Direct,3761.52,535.75,3.3,-41,1,22.4,0.142
18549,2023-06-30,Auto,South,Direct,24033.81,8164.48,3.6,99,1,25.0,0.34
18550,2023-09-11,Life,South,Direct,5206.62,1085.6,4.0,-79,1,22.7,0.209
18551,2023-01-04,Auto,East,Direct,13238.72,2146.54,4.2,66,1,17.0,0.162
18552,2023-07-15,Auto,South,Partner,9155.0,1013.64,4.4,47,1,24.8,0.111
18553,2023-01-12,Auto,South,Direct,26679.64,3385.11,2.9,-42,1,18.7,0.127
18554,2023-11-23,Travel,South,Direct,9010.15,1935.75,5.0,-22,1,80.1,0.215
18555,2023-09-22,Health,East,Direct,20037.66,19618.774351339707,4.3,-75,1,30.4,0.979
18556,2023-05-04,Home,North,Agent,20150.01,1273.18,2.5,-1,1,9.7,0.063
18557,2023-05-24,Travel,North,Direct,13094.79,8032.79,3.6,79,1,6.0,0.613
18558,2023-10-21,Home,East,Agent,14902.72,22795.580617523177,4.6,83,1,0.8,1.53
18559,2023-10-30,Auto,West,Direct,8083.49,596.81,4.5,-21,1,65.4,0.074
18560,2023-11-04,Health,South,Partner,7013.05,886.38,4.6,47,1,25.3,0.126
18561,2023-07-13,Home,West,Direct,29611.93,6170.27,5.0,-82,1,2.2,0.208
18562,2023-07-29,Life,South,Direct,5836.84,593.26,3.9,-74,1,28.7,0.102
18563,2023-09-08,Health,North,Agent,17019.01,1437.94,3.6,-87,1,11.7,0.084
